movieId,title,genres,imdb_id,tmdb_id,ratings_count,zero_to_one_ratings_count,one_to_two_ratings_count,two_to_three_ratings_count,three_to_four_ratings_count,four_to_five_ratings_count,average_rating,tags,earliest_rating,latest_rating,earliest_tag,latest_tag
6670,Comic Book Villains (2002),Comedy,287969,36629,2,0,1,1,0,0,2.25,no tag,15/07/2008,23/02/2018,1/1/1970,1/1/1970
6671,"Angel at My Table, An (1990)",Drama,99040,2891,1,0,0,0,1,0,4,no tag,17/02/2007,17/02/2007,1/1/1970,1/1/1970
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,99731,20815,1,0,0,0,1,0,3.5,no tag,5/4/2005,5/4/2005,1/1/1970,1/1/1970
6679,Revolution OS (2001),Documentary,308808,19433,1,0,0,0,1,0,4,no tag,11/9/2003,11/9/2003,1/1/1970,1/1/1970
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance,67445,6619,2,0,0,0,2,0,4,no tag,28/01/2005,15/02/2007,1/1/1970,1/1/1970
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy,288045,10610,5,2,0,1,1,1,2.7,no tag,13/05/2004,7/3/2018,1/1/1970,1/1/1970
6687,My Boss's Daughter (2003),Comedy|Romance,270980,2830,4,2,1,0,1,0,2,no tag,13/05/2004,5/1/2018,1/1/1970,1/1/1970
6688,Autumn Spring (Bab? l?to) (2001),Comedy|Drama,286476,15920,1,0,0,0,1,0,3.5,no tag,18/02/2004,18/02/2004,1/1/1970,1/1/1970
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,357470,21413,1,0,0,0,1,0,4,no tag,15/12/2003,15/12/2003,1/1/1970,1/1/1970
6691,Dust (2001),Drama|Western,243232,16405,1,0,0,1,0,0,2.5,no tag,26/06/2017,26/06/2017,1/1/1970,1/1/1970
6692,Stoked: The Rise and Fall of Gator (2002),Documentary,271211,33255,1,0,1,0,0,0,2,no tag,3/1/2007,3/1/2007,1/1/1970,1/1/1970
6695,Jeepers Creepers 2 (2003),Horror|Thriller,301470,11351,4,1,2,1,0,0,1.88,no tag,20/09/2004,8/5/2017,1/1/1970,1/1/1970
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance,303785,333,1,0,0,1,0,0,2.5,no tag,28/12/2003,28/12/2003,1/1/1970,1/1/1970
6699,Once Upon a Time in the Midlands (2002),Drama,301684,22200,1,0,0,1,0,0,3,no tag,21/07/2004,21/07/2004,1/1/1970,1/1/1970
6702,Dickie Roberts: Former Child Star (2003),Comedy,325258,13778,5,1,1,2,1,0,2.3,no tag,1/12/2003,18/06/2016,1/1/1970,1/1/1970
6705,Party Monster (2003),Comedy|Crime|Drama|Thriller,320244,1415,1,0,0,1,0,0,2.5,no tag,12/9/2007,12/9/2007,1/1/1970,1/1/1970
6706,Taking Sides (2001),Drama,260414,31094,1,0,0,0,1,0,3.5,no tag,29/06/2004,29/06/2004,1/1/1970,1/1/1970
6707,Cabin Fever (2002),Horror|Thriller,303816,11547,8,1,2,1,4,0,2.88,no tag,5/4/2005,11/5/2017,1/1/1970,1/1/1970
6708,Matchstick Men (2003),Comedy|Crime|Drama,325805,7270,34,0,0,8,20,6,3.72,con men|fatherhood,15/09/2003,2/9/2017,26/01/2006,26/01/2006
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,285823,1428,14,0,1,8,4,1,3.21,no tag,21/09/2003,20/02/2018,1/1/1970,1/1/1970
6710,Dummy (2002),Comedy|Drama|Romance,246592,17906,4,0,0,1,3,0,3.62,vertriloquism,22/09/2004,18/05/2006,26/01/2006,26/01/2006
6711,Lost in Translation (2003),Comedy|Drama|Romance,335266,153,74,0,2,12,29,31,4.03,atmospheric|Japan,26/10/2003,17/09/2018,26/01/2006,3/3/2015
6713,Millennium Actress (Sennen joy?) (2001),Animation|Drama|Romance,291350,33320,5,0,0,1,3,1,3.8,In Netflix queue,6/2/2004,10/1/2008,14/01/2006,14/01/2006
6715,Children of the Night (1991),Horror,103957,61054,1,0,0,0,1,0,3.5,no tag,24/02/2007,24/02/2007,1/1/1970,1/1/1970
6718,Gotcha! (1985),Comedy,89222,27590,1,0,0,1,0,0,2.5,no tag,30/09/2003,30/09/2003,1/1/1970,1/1/1970
6720,Kuffs (1992),Action|Comedy|Crime,104647,14603,2,0,1,1,0,0,2.5,no tag,30/09/2003,22/02/2018,1/1/1970,1/1/1970
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,103285,10617,7,0,0,4,2,1,3.36,no tag,14/01/2005,20/02/2018,1/1/1970,1/1/1970
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,105839,10618,1,0,0,1,0,0,2.5,no tag,20/02/2018,20/02/2018,1/1/1970,1/1/1970
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,108592,10619,2,0,1,0,1,0,3,no tag,21/02/2005,20/02/2018,1/1/1970,1/1/1970
6724,Paper Moon (1973),Comedy|Crime|Drama,70510,11293,5,0,0,1,4,0,3.6,In Netflix queue,28/06/2005,24/03/2009,14/01/2006,14/01/2006
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller,88993,8408,8,0,1,0,5,2,3.62,no tag,5/4/2005,26/06/2017,1/1/1970,1/1/1970
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance,64418,14030,2,0,0,1,0,1,3.75,matchmaker,2/9/2003,10/9/2015,16/01/2006,16/01/2006
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller,104850,2687,2,0,2,0,0,0,2,no tag,19/11/2016,25/02/2018,1/1/1970,1/1/1970
6744,Once Bitten (1985),Comedy|Horror,89730,19064,4,0,2,1,1,0,2.25,vampire,1/9/2003,4/8/2007,16/01/2006,16/01/2006
6746,Squirm (1976),Horror|Romance,75261,25241,1,0,1,0,0,0,2,no tag,12/8/2018,12/8/2018,1/1/1970,1/1/1970
6748,"Brood, The (1979)",Horror,78908,28942,1,0,0,1,0,0,3,no tag,6/8/2006,6/8/2006,1/1/1970,1/1/1970
6750,Anything Else (2003),Comedy|Drama|Romance,313792,10739,3,0,1,1,1,0,2.83,no tag,19/05/2004,22/03/2009,1/1/1970,1/1/1970
6751,Cold Creek Manor (2003),Drama|Thriller,331468,12767,1,0,0,1,0,0,2.5,no tag,24/03/2011,24/03/2011,1/1/1970,1/1/1970
6752,"Fighting Temptations, The (2003)",Drama,191133,22309,1,0,0,0,1,0,3.5,no tag,19/05/2004,19/05/2004,1/1/1970,1/1/1970
6753,Secondhand Lions (2003),Children|Comedy|Drama,327137,13156,12,0,0,4,7,1,3.5,Animal movie,4/11/2003,28/06/2015,26/01/2006,26/01/2006
6754,Underworld (2003),Action|Fantasy|Horror,320691,277,33,0,0,13,15,5,3.5,no tag,30/09/2003,17/09/2018,1/1/1970,1/1/1970
6755,Bubba Ho-tep (2002),Comedy|Horror,281686,9707,14,0,1,4,9,0,3.32,no tag,25/04/2004,26/06/2017,1/1/1970,1/1/1970
6760,In This World (2002),Adventure|Drama,310154,36791,2,0,0,2,0,0,3,no tag,5/3/2004,20/07/2014,1/1/1970,1/1/1970
6763,Duplex (2003),Comedy|Crime,266489,7288,7,1,4,1,0,1,2.43,no tag,21/02/2007,30/03/2016,1/1/1970,1/1/1970
6764,"Rundown, The (2003)",Action|Adventure|Comedy,327850,10159,17,0,1,9,6,1,3.15,no tag,4/4/2004,24/08/2018,1/1/1970,1/1/1970
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance,328589,10934,9,0,1,4,3,1,3.28,no tag,15/03/2004,31/05/2017,1/1/1970,1/1/1970
6768,Luther (2003),Drama,309820,5653,1,0,0,0,1,0,4,religion,6/12/2004,6/12/2004,23/01/2006,23/01/2006
6769,Mambo Italiano (2003),Comedy,330602,321,1,0,0,1,0,0,3,no tag,1/9/2018,1/9/2018,1/1/1970,1/1/1970
6770,My Life Without Me (2003),Drama|Romance,314412,20,2,0,0,0,2,0,3.5,adultery|terminal illness,6/9/2005,3/1/2007,26/01/2006,26/01/2006
6772,To Be and to Have (?tre et avoir) (2002),Documentary,318202,5168,1,0,0,1,0,0,3,no tag,12/11/2004,12/11/2004,1/1/1970,1/1/1970
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,286244,9662,22,0,0,6,12,4,3.7,biking,28/12/2003,25/12/2017,26/01/2006,26/01/2006
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,86541,837,8,0,0,1,5,2,3.69,no tag,9/10/2003,27/06/2017,1/1/1970,1/1/1970
6775,Life and Debt (2001),Documentary,284262,20303,1,0,0,0,1,0,4,no tag,20/06/2008,20/06/2008,1/1/1970,1/1/1970
6776,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance,282674,19666,3,0,0,0,2,1,4.17,India,21/09/2003,12/7/2016,13/01/2006,13/01/2006
6777,Judgment at Nuremberg (1961),Drama,55031,821,5,0,0,2,2,1,3.6,no tag,21/09/2003,3/11/2015,1/1/1970,1/1/1970
6780,"Brief History of Time, A (1991)",Documentary,103882,1358,2,0,0,1,1,0,3.25,no tag,9/1/2004,11/8/2018,1/1/1970,1/1/1970
6782,Leningrad Cowboys Go America (1989),Comedy|Musical,97728,11475,1,0,0,0,1,0,4,no tag,17/02/2007,17/02/2007,1/1/1970,1/1/1970
6783,"Rules of the Game, The (La r?gle du jeu) (1939)",Comedy|Drama,31885,776,3,0,0,1,2,0,3.5,no tag,11/9/2004,7/3/2018,1/1/1970,1/1/1970
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western,47472,16563,4,0,0,2,0,2,3.75,Lonesome Polecat,11/11/2004,26/02/2010,14/01/2006,14/01/2006
6786,Kiss of the Spider Woman (1985),Drama,89424,11703,4,0,0,1,2,1,3.88,In Netflix queue,31/10/2004,2/1/2009,14/01/2006,14/01/2006
6787,All the President's Men (1976),Drama|Thriller,74119,891,27,0,0,1,20,6,4.02,journalism|Watergate|Deep Throat,21/09/2003,12/8/2018,23/01/2006,4/10/2006
6788,Angie (1994),Comedy|Drama|Romance,109129,83714,1,0,1,0,0,0,2,pregnancy,21/09/2003,21/09/2003,16/01/2006,16/01/2006
6789,"Apartment, The (Appartement, L') (1996)",Drama|Mystery|Romance,115561,12531,1,0,0,0,1,0,4,no tag,13/02/2007,13/02/2007,1/1/1970,1/1/1970
6790,Avalon (2001),Drama|Fantasy|Sci-Fi,267287,10881,3,0,0,1,1,1,3.5,no tag,31/12/2003,1/6/2008,1/1/1970,1/1/1970
6791,Babette's Feast (Babettes g?stebud) (1987),Drama,92603,11832,5,0,0,0,2,3,4.4,Food,21/09/2003,20/02/2018,13/01/2006,13/01/2006
6793,Beethoven (1992),Children|Comedy|Drama,103786,11806,11,5,3,2,1,0,1.77,no tag,13/09/2004,5/5/2018,1/1/1970,1/1/1970
6794,Beethoven's 2nd (1993),Children|Comedy,106375,10438,5,2,2,1,0,0,1.5,no tag,21/02/2007,6/5/2017,1/1/1970,1/1/1970
6796,Boyz N the Hood (1991),Crime|Drama,101507,650,18,0,1,3,10,4,3.72,no tag,23/11/2003,14/07/2012,1/1/1970,1/1/1970
6797,Bugsy (1991),Crime|Drama,101516,10337,1,0,0,1,0,0,3,no tag,9/1/2004,9/1/2004,1/1/1970,1/1/1970
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical,74256,8446,2,0,0,2,0,0,2.75,no tag,21/09/2003,18/02/2007,1/1/1970,1/1/1970
6800,Cobra (1986),Action|Crime,90859,9874,3,0,2,0,1,0,2.33,no tag,20/02/2007,26/06/2017,1/1/1970,1/1/1970
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,87909,29161,1,0,0,0,1,0,3.5,no tag,13/02/2007,13/02/2007,1/1/1970,1/1/1970
6804,Crimewave (1985),Comedy|Crime,88967,21627,1,0,1,0,0,0,2,no tag,26/06/2017,26/06/2017,1/1/1970,1/1/1970
6807,Monty Python's The Meaning of Life (1983),Comedy,85959,4543,40,0,1,6,19,14,3.95,british comedy,10/10/2003,25/12/2017,26/01/2006,26/01/2006
6808,Where Eagles Dare (1968),Action|Adventure|War,65207,11046,4,0,0,1,1,2,4,no tag,20/10/2003,10/3/2018,1/1/1970,1/1/1970
6809,Tightrope (1984),Thriller,88272,11707,1,0,0,1,0,0,3,no tag,10/10/2003,10/10/2003,1/1/1970,1/1/1970
6810,Sleeping with the Enemy (1991),Drama|Thriller,102945,7442,5,1,1,1,2,0,2.5,domestic violence,30/09/2003,20/02/2018,26/01/2006,26/01/2006
6811,PCU (1994),Comedy,110759,14425,5,0,2,2,1,0,2.5,no tag,10/10/2003,22/02/2018,1/1/1970,1/1/1970
6812,"Rookie, The (1990)",Action|Comedy|Thriller,100514,6723,2,0,1,1,0,0,2.25,no tag,10/10/2003,13/10/2003,1/1/1970,1/1/1970
6814,City Heat (1984),Action|Comedy,87062,16969,1,0,0,1,0,0,3,no tag,13/10/2003,13/10/2003,1/1/1970,1/1/1970
6816,Three O'Clock High (1987),Comedy,94138,13339,1,0,0,0,1,0,4,no tag,10/10/2003,10/10/2003,1/1/1970,1/1/1970
6817,"White Hunter, Black Heart (1990)",Adventure|Drama,100928,28761,1,0,0,1,0,0,3,no tag,11/5/2009,11/5/2009,1/1/1970,1/1/1970
6818,Come and See (Idi i smotri) (1985),Drama|War,91251,25237,2,0,0,0,0,2,5,atmospheric|bleak|disturbing|gritty|harsh,16/01/2018,2/5/2018,2/5/2018,2/5/2018
6820,Ginger Snaps (2000),Drama|Horror|Thriller,210070,9871,6,0,0,0,5,1,4,werewolf,29/09/2003,3/5/2017,23/01/2006,23/01/2006
6821,More American Graffiti (1979),Comedy,79576,33258,1,0,0,1,0,0,3,no tag,9/9/2018,9/9/2018,1/1/1970,1/1/1970
6827,It's Pat (1994),Comedy,110169,33783,3,2,1,0,0,0,0.83,no tag,31/05/2005,26/06/2017,1/1/1970,1/1/1970
6832,Regarding Henry (1991),Drama,102768,11364,5,0,0,1,4,0,3.6,amnesia,10/10/2003,27/06/2017,26/01/2006,26/01/2006
6835,Alien Contamination (1980),Action|Horror|Sci-Fi,82000,39916,1,0,0,0,0,1,5,no tag,27/05/2011,27/05/2011,1/1/1970,1/1/1970
6836,"Amazing Transparent Man, The (1960)",Sci-Fi,53593,31634,1,0,0,0,1,0,3.5,no tag,22/06/2012,22/06/2012,1/1/1970,1/1/1970
6837,Love Affair (1939),Comedy|Drama|Romance,31593,43739,1,0,0,1,0,0,3,no tag,21/12/2004,21/12/2004,1/1/1970,1/1/1970
6849,Scrooge (1970),Drama|Fantasy|Musical,66344,13765,0,0,0,0,0,0,0,Christmas,1/1/1970,1/1/1970,16/01/2006,16/01/2006
6850,Leap of Faith (1992),Comedy|Drama,104695,12772,3,0,2,1,0,0,2.33,no tag,29/09/2003,22/02/2018,1/1/1970,1/1/1970
6851,"Gas, Food, Lodging (1992)",Drama|Romance,104321,47866,2,0,1,0,1,0,2.75,no tag,10/10/2003,22/02/2018,1/1/1970,1/1/1970
6852,In Cold Blood (1967),Crime|Drama,61809,18900,4,0,0,1,3,0,3.62,black and white|Capote|crime|death penalty|murder,29/09/2004,6/4/2008,26/01/2006,26/01/2006
6853,Campus Man (1987),Comedy,92717,73265,1,1,0,0,0,0,1,no tag,14/05/2007,14/05/2007,1/1/1970,1/1/1970
6856,Yankee Doodle Dandy (1942),Drama|Musical,35575,3087,2,0,0,0,2,0,4,biopic,29/09/2003,29/06/2015,23/01/2006,23/01/2006
6857,Ninja Scroll (J?bei ninp?ch?) (1995),Action|Adventure|Animation|Fantasy,107692,14282,13,0,1,2,6,4,3.77,no tag,20/10/2003,26/06/2017,1/1/1970,1/1/1970
6858,Knife in the Water (N?z w wodzie) (1962),Drama,56291,11502,2,0,0,0,2,0,3.75,no tag,5/12/2005,6/4/2008,1/1/1970,1/1/1970
6860,Mobsters (1991),Crime|Drama,102460,21219,1,0,1,0,0,0,2,no tag,23/02/2018,23/02/2018,1/1/1970,1/1/1970
6862,Out of Time (2003),Crime|Drama|Thriller,313443,2116,2,0,0,0,2,0,3.5,no tag,1/10/2003,8/8/2008,1/1/1970,1/1/1970
6863,School of Rock (2003),Comedy|Musical,332379,1584,66,1,4,21,33,7,3.4,school,23/11/2003,17/09/2018,26/01/2006,26/01/2006
6867,"Station Agent, The (2003)",Comedy|Drama,340377,2056,12,0,1,2,8,1,3.58,trains,17/11/2003,27/06/2017,23/01/2006,23/01/2006
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller,335563,4997,7,0,1,1,5,0,3.43,no tag,18/09/2004,18/05/2013,1/1/1970,1/1/1970
6869,Bus 174 (?nibus 174) (2002),Crime|Documentary,340468,8439,3,0,0,1,1,1,3.83,no tag,12/11/2004,9/4/2016,1/1/1970,1/1/1970
6870,Mystic River (2003),Crime|Drama|Mystery,327056,322,52,1,3,9,25,14,3.71,child abuse|kidnapping,22/12/2003,31/08/2018,26/01/2006,26/01/2006
6872,"House of the Dead, The (2003)",Action|Horror,317676,11059,4,3,1,0,0,0,1.12,no tag,21/02/2007,3/5/2017,1/1/1970,1/1/1970
6873,Intolerable Cruelty (2003),Comedy|Romance,138524,11775,20,1,2,8,7,2,3.18,no tag,26/10/2003,27/06/2017,1/1/1970,1/1/1970
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,266697,24,131,2,3,16,56,54,3.96,martial arts|revenge,26/10/2003,17/09/2018,23/01/2006,23/01/2006
6879,Runaway Jury (2003),Drama|Thriller,313542,11329,17,0,0,6,11,0,3.44,no tag,4/11/2003,5/1/2018,1/1/1970,1/1/1970
6880,"Texas Chainsaw Massacre, The (2003)",Horror,324216,9373,7,3,1,2,1,0,1.86,no tag,29/09/2004,6/5/2017,1/1/1970,1/1/1970
6881,Pieces of April (2003),Comedy|Drama,311648,1550,7,1,1,0,4,1,3.07,Thanksgiving,15/02/2004,30/06/2017,13/01/2006,13/01/2006
6882,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi,339579,5493,1,0,0,1,0,0,2.5,no tag,26/06/2017,26/06/2017,1/1/1970,1/1/1970
6883,Sylvia (2003),Drama|Romance,325055,28200,1,0,0,1,0,0,3,no tag,18/09/2004,18/09/2004,1/1/1970,1/1/1970
6884,Veronica Guerin (2003),Crime|Drama|Thriller,312549,10629,2,0,0,1,1,0,3,no tag,17/09/2004,14/05/2009,1/1/1970,1/1/1970
6885,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller,199626,10944,3,0,1,1,1,0,2.83,no tag,29/05/2005,5/9/2011,1/1/1970,1/1/1970
6886,Beyond Borders (2003),Drama|Romance|War,294357,9839,1,0,0,0,1,0,3.5,no tag,14/05/2004,14/05/2004,1/1/1970,1/1/1970
6887,Radio (2003),Drama,316465,13920,5,0,0,0,4,1,4.1,no tag,16/03/2004,11/4/2016,1/1/1970,1/1/1970
6888,Scary Movie 3 (2003),Comedy|Horror,306047,4256,20,4,6,6,2,2,2.28,no tag,14/05/2004,16/01/2018,1/1/1970,1/1/1970
6889,Brother Bear (2003),Adventure|Animation|Children,328880,10009,2,0,0,2,0,0,3,no tag,4/7/2015,6/5/2017,1/1/1970,1/1/1970
6890,Elephant (2003),Drama,363589,1807,9,0,1,1,6,1,3.56,adolescence|violence in america,5/12/2003,27/06/2017,23/01/2006,23/01/2006
6893,"Italian Job, The (1969)",Action|Comedy|Crime,64505,10536,10,0,0,2,5,3,3.85,no tag,13/10/2003,10/9/2013,1/1/1970,1/1/1970
6898,Sweet Sixteen (2002),Drama,313670,1376,3,0,0,1,2,0,3.33,no tag,27/10/2003,12/2/2007,1/1/1970,1/1/1970
6899,Alien from L.A. (1988),Sci-Fi,92532,31397,1,0,0,0,1,0,3.5,no tag,22/06/2012,22/06/2012,1/1/1970,1/1/1970
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,165832,20312,2,0,0,0,2,0,4,no tag,3/2/2004,20/09/2016,1/1/1970,1/1/1970
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller,325655,10389,2,0,0,1,1,0,3.25,transplants,18/10/2004,26/06/2017,23/01/2006,23/01/2006
6911,"Jolson Story, The (1946)",Musical,38661,31206,1,0,0,0,1,0,3.5,no tag,27/10/2003,27/10/2003,1/1/1970,1/1/1970
6912,You'll Never Get Rich (1941),Comedy|Musical|Romance,34409,28658,1,0,0,0,1,0,3.5,Rita Hayworth can dance!,7/3/2005,7/3/2005,13/01/2006,13/01/2006
6918,"Unvanquished, The (Aparajito) (1957)",Drama,48956,897,2,0,0,0,2,0,3.75,India,30/05/2005,17/06/2005,23/01/2006,23/01/2006
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller,65531,11657,3,0,0,2,0,1,3.5,no tag,31/01/2005,27/06/2017,1/1/1970,1/1/1970
6927,"Human Stain, The (2003)",Drama|Romance|Thriller,308383,10922,1,0,0,0,1,0,4,no tag,22/12/2003,22/12/2003,1/1/1970,1/1/1970
6932,Shattered Glass (2003),Crime|Drama,323944,13537,7,0,1,1,2,3,3.5,journalism,16/12/2003,26/06/2017,13/01/2006,13/01/2006
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,242653,605,79,5,13,20,29,12,3.15,no tag,14/11/2003,31/08/2018,1/1/1970,1/1/1970
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary,363510,33222,1,0,0,0,1,0,4,no tag,27/01/2008,27/01/2008,1/1/1970,1/1/1970
6936,Elf (2003),Children|Comedy|Fantasy,319343,10719,39,0,2,8,23,6,3.69,christmas,1/12/2003,17/09/2018,23/01/2006,23/01/2006
6938,Billabong Odyssey (2003),Documentary,379713,23995,1,0,0,0,1,0,4,big wave|surfing,25/09/2006,25/09/2006,12/10/2006,12/10/2006
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance,155722,1277,1,0,0,0,1,0,4,no tag,27/02/2010,27/02/2010,1/1/1970,1/1/1970
6942,Love Actually (2003),Comedy|Drama|Romance,314331,508,59,1,2,9,26,21,3.79,no tag,15/11/2003,31/08/2018,1/1/1970,1/1/1970
6944,Father of the Bride (1991),Comedy,101862,11846,13,1,1,2,7,2,3.5,remake|wedding,17/11/2003,11/8/2018,16/01/2006,16/01/2006
6945,My Architect: A Son's Journey (2003),Documentary,373175,50314,2,0,0,0,1,1,4.25,no tag,9/6/2007,27/01/2008,1/1/1970,1/1/1970
6946,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy,318155,10715,2,0,1,0,1,0,2.75,no tag,13/05/2004,8/5/2017,1/1/1970,1/1/1970
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,311113,8619,36,1,1,7,19,8,3.64,no tag,1/12/2003,26/02/2018,1/1/1970,1/1/1970
6948,Tupac: Resurrection (2003),Documentary,343121,21525,1,0,0,0,1,0,4,music business|rap,7/3/2005,7/3/2005,23/01/2006,23/01/2006
6949,"Big Empty, The (2003)",Comedy|Mystery|Sci-Fi,321442,14892,1,0,0,0,1,0,3.5,no tag,19/05/2004,19/05/2004,1/1/1970,1/1/1970
6950,"Missing, The (2003)",Adventure|Thriller|Western,338188,12146,3,0,0,0,3,0,3.67,no tag,22/12/2003,13/07/2009,1/1/1970,1/1/1970
6951,"Cat in the Hat, The (2003)",Children|Comedy,312528,10588,5,1,1,3,0,0,2.1,no tag,7/3/2005,24/02/2017,1/1/1970,1/1/1970
6952,Gothika (2003),Horror|Thriller,348836,4970,9,1,0,4,3,1,3.11,no tag,3/1/2007,16/01/2018,1/1/1970,1/1/1970
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,315733,470,25,1,1,10,11,2,3.3,DEPRESSING,15/12/2003,5/5/2016,4/5/2016,4/5/2016
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,338135,11042,3,0,0,0,2,1,4,no tag,15/07/2004,12/2/2007,1/1/1970,1/1/1970
6957,Bad Santa (2003),Comedy|Crime,307987,10147,26,2,2,5,12,5,3.37,no tag,23/06/2004,16/01/2018,1/1/1970,1/1/1970
6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,338094,10756,10,0,5,2,3,0,2.5,no tag,14/05/2004,7/3/2018,1/1/1970,1/1/1970
6959,Timeline (2003),Action|Adventure|Sci-Fi,300556,9562,3,1,0,2,0,0,2,no tag,27/12/2004,18/12/2015,1/1/1970,1/1/1970
6961,Damage (Fatale) (1992),Drama,104237,11012,1,0,0,0,1,0,4,no tag,15/02/2007,15/02/2007,1/1/1970,1/1/1970
6962,OT: Our Town (2002),Documentary,334029,279714,1,0,0,0,1,0,3.5,no tag,1/9/2005,1/9/2005,1/1/1970,1/1/1970
6963,Devil's Playground (2002),Documentary,293088,30068,2,0,0,0,1,1,4.25,Amish,1/12/2003,5/4/2005,13/01/2006,13/01/2006
6965,Journeys with George (2002),Documentary,312848,158413,1,0,0,0,1,0,3.5,no tag,27/02/2004,27/02/2004,1/1/1970,1/1/1970
6966,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,99365,9556,3,0,0,0,3,0,3.83,no tag,27/01/2006,30/06/2017,1/1/1970,1/1/1970
6967,Dead of Night (1945),Horror|Mystery,37635,13581,1,1,0,0,0,0,0.5,no tag,21/02/2005,21/02/2005,1/1/1970,1/1/1970
6969,"Dernier Combat, Le (Last Battle, The) (1983)",Drama|Sci-Fi,85426,19184,1,0,0,0,0,1,4.5,no tag,3/2/2004,3/2/2004,1/1/1970,1/1/1970
6970,Desk Set (1957),Comedy|Romance,50307,24203,2,0,0,0,2,0,3.75,Hepburn and Tracy,14/02/2006,13/02/2007,17/01/2006,17/01/2006
6971,Europa (Zentropa) (1991),Drama|Thriller,101829,9065,1,0,0,0,1,0,4,no tag,3/2/2004,3/2/2004,1/1/1970,1/1/1970
6973,Final Analysis (1992),Drama|Romance|Thriller,104265,4823,1,0,0,1,0,0,2.5,no tag,13/02/2007,13/02/2007,1/1/1970,1/1/1970
6974,"Freshman, The (1990)",Comedy|Crime,99615,10168,6,0,0,5,1,0,3,no tag,1/12/2003,26/06/2017,1/1/1970,1/1/1970
6975,Funny Games (1997),Drama|Horror|Thriller,119167,10234,5,1,0,0,3,1,3.2,no tag,21/02/2005,7/2/2018,1/1/1970,1/1/1970
6978,Slacker (1991),Comedy|Drama,102943,14022,4,0,1,0,3,0,3.25,no tag,3/2/2004,19/11/2016,1/1/1970,1/1/1970
6979,WarGames (1983),Drama|Sci-Fi|Thriller,86567,860,21,0,2,8,10,1,3.31,Cold War,1/12/2003,11/8/2018,23/01/2006,23/01/2006
6981,"Ordet (Word, The) (1955)",Drama,48452,48035,2,0,0,0,2,0,3.75,religion,21/09/2004,17/08/2006,23/01/2006,23/01/2006
6982,Forbidden Games (Jeux interdits) (1952),Drama|War,43686,5000,1,0,0,0,1,0,3.5,no tag,29/03/2009,29/03/2009,1/1/1970,1/1/1970
6983,Jane Eyre (1944),Drama|Romance,36969,22744,1,0,0,0,0,1,5,no tag,13/07/2005,13/07/2005,1/1/1970,1/1/1970
6984,"Tale of Two Cities, A (1935)",Drama,27075,17831,1,0,0,0,1,0,4,Dickens,21/06/2004,21/06/2004,23/01/2006,23/01/2006
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama,19254,780,5,0,0,1,2,2,3.9,saint,7/9/2004,3/11/2015,14/01/2006,14/01/2006
